province,ID,year,quarter,pop_dens,literacy,in_migration,pop,urban_rural_ratio,cases,incidence,diff
thai nguyen,85,2012,2,325.09,97.8,4.7,1149080,0.397596662571912,218,18.9716990984092,0.379746835443038
thai nguyen,85,2013,3,326.88,98.1,4.1,1155990,0.424018822833773,189,16.3496224015779,-0.112676056338028
thai nguyen,85,2013,4,326.88,98.1,4.1,1155990,0.424018822833773,154,13.3219145494338,-0.185185185185185
thai nguyen,85,2013,1,326.88,98.1,4.1,1155990,0.424018822833773,144,12.4568551631069,-0.137715474046811
thai nguyen,85,2015,4,348.35,98.4,3.5,1230800,0.460023724792408,160,12.9996750081248,0.0256410256410256
thai nguyen,85,2011,1,322.63,97.8,7.7,1139440,0.394266066271842,145,12.7255493926841,0
thai nguyen,85,2014,1,339.12,97.8,6.5,1198170,0.408865894526427,109,9.0972065733577,-0.317124686575599
thai nguyen,85,2014,2,339.12,97.8,6.5,1198170,0.408865894526427,209,17.4432676498327,0.917431192660551
thai nguyen,85,2014,3,339.12,97.8,6.5,1198170,0.408865894526427,177,14.7725281053607,-0.15311004784689
thai nguyen,85,2014,4,339.12,97.8,6.5,1198170,0.408865894526427,177,14.7725281053607,0
thai nguyen,85,2015,1,348.35,98.4,3.5,1230800,0.460023724792408,142,11.5372115697108,-0.219008995114105
thai nguyen,85,2015,2,348.35,98.4,3.5,1230800,0.460023724792408,191,15.518362040949,0.345070422535211
thai nguyen,85,2015,3,348.35,98.4,3.5,1230800,0.460023724792408,156,12.6746831329217,-0.183246073298429
thanh hoa,34,2012,2,309.86,95.4,5.1,3449440,0.131197591633682,659,19.1045503038174,0.284600389863548
thanh hoa,34,2012,4,309.86,95.4,5.1,3449440,0.131197591633682,557,16.1475485875968,-0.156060606060606
thanh hoa,34,2014,4,315.12,95.8,5.7,3507090,0.142463905973105,403,11.4910082147878,-0.175869120654397
thanh hoa,34,2014,2,315.12,95.8,5.7,3507090,0.142463905973105,551,15.7110310827495,0.0976095617529881
thanh hoa,34,2014,1,315.12,95.8,5.7,3507090,0.142463905973105,502,14.3138613494379,-0.0641554481298209
thanh hoa,34,2014,3,315.12,95.8,5.7,3507090,0.142463905973105,489,13.9431836650899,-0.112522686025408
thanh hoa,34,2013,4,313.08,95.6,13.3,3484770,0.136744107151012,533,15.2951270815577,-0.13474025974026
thanh hoa,34,2011,4,307.91,95.3,9.8,3427590,0.125900450348355,560,16.3380100887212,-0.228650137741047
thanh hoa,34,2015,1,317.8,96,3.5,3537000,0.148413909542518,464,13.1184619734238,0.141628456634613
thanh hoa,34,2013,2,313.08,95.6,13.3,3484770,0.136744107151012,659,18.9108606880798,0.342158859470468
thanh hoa,34,2015,3,317.8,96,3.5,3537000,0.148413909542518,546,15.4368108566582,-0.0730050933786077
thanh hoa,34,2012,3,309.86,95.4,5.1,3449440,0.131197591633682,660,19.1335405167216,0.00151745068285297
thanh hoa,34,2015,4,317.8,96,3.5,3537000,0.148413909542518,465,13.1467345207803,-0.148351648351648
thanh hoa,34,2015,2,317.8,96,3.5,3537000,0.148413909542518,589,16.6525303929884,0.269396551724138
thanh hoa,34,2011,2,307.91,95.3,9.8,3427590,0.125900450348355,665,19.4013869803565,0.301369863013699
thanh hoa,34,2013,3,313.08,95.6,13.3,3484770,0.136744107151012,616,17.676919854108,-0.0652503793626707
thanh hoa,34,2013,1,313.08,95.6,13.3,3484770,0.136744107151012,491,14.0898825460504,-0.127429004494649
thanh hoa,34,2012,1,309.86,95.4,5.1,3449440,0.131197591633682,513,14.8719792198154,-0.0897312990348744
thanh hoa,34,2011,3,307.91,95.3,9.8,3427590,0.125900450348355,726,21.1810630793065,0.0917293233082707
thanh hoa,34,2011,1,307.91,95.3,9.8,3427590,0.125900450348355,511,14.9084342059581,0
thua thien-hue,66,2011,1,218.7,92.1,13.5,1100770,0.902587413796083,242,21.9846107724593,0
thua thien-hue,66,2014,2,220.85,92.5,7.1,1111580,0.944767136708772,234,21.051116428867,0.0446428571428572
thua thien-hue,66,2012,1,219.7,93.5,5,1105780,0.934230089733947,247,22.337173759699,0.260927731254559
thua thien-hue,66,2014,3,220.85,92.5,7.1,1111580,0.944767136708772,223,20.0615340326382,-0.047008547008547
thua thien-hue,66,2011,4,218.7,92.1,13.5,1100770,0.902587413796083,195,17.7148723166511,-0.255725190839695
thua thien-hue,66,2013,2,220.5,92.9,6.8,1109800,0.936485779096144,221,19.9134979275545,-0.0942622950819673
thua thien-hue,66,2015,3,221.47,92.6,3,1114700,0.946394272743146,235,21.0819054454113,-0.0447154471544716
thua thien-hue,66,2014,4,220.85,92.5,7.1,1111580,0.944767136708772,215,19.3418377444718,-0.0358744394618835
thua thien-hue,66,2011,2,218.7,92.1,13.5,1100770,0.902587413796083,342,31.0691606784342,0.413223140495868
thua thien-hue,66,2011,3,218.7,92.1,13.5,1100770,0.902587413796083,262,23.8015207536543,-0.233918128654971
thua thien-hue,66,2012,4,219.7,93.5,5,1105780,0.934230089733947,222,20.0763262131708,-0.142857142857143
thua thien-hue,66,2013,4,220.5,92.9,6.8,1109800,0.936485779096144,201,18.1113714182736,-0.16597510373444
thua thien-hue,66,2015,4,221.47,92.6,3,1114700,0.946394272743146,200,17.9420471875841,-0.148936170212766
thua thien-hue,66,2015,1,221.47,92.6,3,1114700,0.946394272743146,229,20.5436440297838,0.0621350618896315
thua thien-hue,66,2015,2,221.47,92.6,3,1114700,0.946394272743146,246,22.0687180407284,0.074235807860262
thua thien-hue,66,2012,3,219.7,93.5,5,1105780,0.934230089733947,259,23.4223805820326,0.0156862745098039
thua thien-hue,66,2013,1,220.5,92.9,6.8,1109800,0.936485779096144,244,21.9859434132276,0.0951178606972443
thua thien-hue,66,2013,3,220.5,92.9,6.8,1109800,0.936485779096144,241,21.7156244368355,0.0904977375565612
thua thien-hue,66,2012,2,219.7,93.5,5,1105780,0.934230089733947,255,23.0606449745881,0.0323886639676114
thua thien-hue,66,2014,1,220.85,92.5,7.1,1111580,0.944767136708772,224,20.151496068659,0.112643300348149
tien giang,37,2013,3,679.97,95.2,9.8,1705770,0.158748165860551,440,25.794802347327,0.0628019323671498
tien giang,37,2013,2,679.97,95.2,9.8,1705770,0.158748165860551,414,24.2705640268031,-0.0569476082004557
tien giang,37,2012,3,674.74,95.7,8.1,1692460,0.158750915725837,442,26.1158313933564,0.0728155339805825
tien giang,37,2012,4,674.74,95.7,8.1,1692460,0.158750915725837,385,22.7479526842584,-0.1289592760181
tien giang,37,2012,2,674.74,95.7,8.1,1692460,0.158750915725837,412,24.3432636517259,-0.134453781512605
tien giang,37,2011,4,670.81,95.2,8.5,1682600,0.158750490672066,357,21.2171639129918,-0.163934426229508
tien giang,37,2013,1,679.97,95.2,9.8,1705770,0.158748165860551,439,25.7361777965376,0.131362375935795
tien giang,37,2015,4,688.92,94.9,4.3,1728700,0.16277661935831,351,20.3042748886446,-0.0883116883116884
tien giang,37,2014,4,683.89,94.5,7.6,1716090,0.162789752207233,358,20.8613767343205,-0.193693693693694
tien giang,37,2011,3,670.81,95.2,8.5,1682600,0.158750490672066,427,25.3773921312255,0.0948717948717949
tien giang,37,2015,1,688.92,94.9,4.3,1728700,0.16277661935831,412,23.8329380459305,0.142443202548626
tien giang,37,2015,2,688.92,94.9,4.3,1728700,0.16277661935831,424,24.5271012899867,0.029126213592233
tien giang,37,2012,1,674.74,95.7,8.1,1692460,0.158750915725837,476,28.1247415005377,0.325565547585566
tien giang,37,2014,3,683.89,94.5,7.6,1716090,0.162789752207233,444,25.8727689107215,0.0802919708029197
tien giang,37,2014,2,683.89,94.5,7.6,1716090,0.162789752207233,411,23.9497928430327,0.0901856763925729
tien giang,37,2014,1,683.89,94.5,7.6,1716090,0.162789752207233,377,21.9685447732928,0.040924572720545
tien giang,37,2013,4,679.97,95.2,9.8,1705770,0.158748165860551,360,21.1048382841766,-0.181818181818182
tien giang,37,2015,3,688.92,94.9,4.3,1728700,0.16277661935831,385,22.271070746804,-0.0919811320754717
tien giang,37,2011,1,670.81,95.2,8.5,1682600,0.158750490672066,418,24.842505646024,0
tien giang,37,2011,2,670.81,95.2,8.5,1682600,0.158750490672066,390,23.1784143587305,-0.0669856459330145
tra vinh,67,2013,1,429.53,88.5,9.5,1005620,0.192168624708072,278,27.6446371392773,-0.0978513739795338
tra vinh,67,2014,4,429.8,87.1,7.4,1006240,0.196067943277586,231,22.9567498807442,-0.150735294117647
tra vinh,67,2014,3,429.8,87.1,7.4,1006240,0.196067943277586,272,27.0313245349022,0.0342205323193917
tra vinh,67,2011,4,428.99,85.8,11.4,1004350,0.186109405262412,273,27.1817593468412,-0.0869565217391305
tra vinh,67,2012,2,429.32,89.3,4,1005120,0.188745520561068,287,28.5538045208532,-0.0401337792642141
tra vinh,67,2013,2,429.53,88.5,9.5,1005620,0.192168624708072,276,27.4457548576997,-0.00719424460431647
tra vinh,67,2015,1,430.08,88.3,2.8,1006900,0.198143520171367,235,23.3389611679412,0.0166491898540763
tra vinh,67,2012,1,429.32,89.3,4,1005120,0.188745520561068,299,29.7476918178924,0.094399057776565
tra vinh,67,2011,2,428.99,85.8,11.4,1004350,0.186109405262412,313,31.1644347090158,0.232283464566929
tra vinh,67,2011,3,428.99,85.8,11.4,1004350,0.186109405262412,299,29.7704983322547,-0.0447284345047924
tra vinh,67,2014,2,429.8,87.1,7.4,1006240,0.196067943277586,263,26.1369057083797,0.0395256916996047
tra vinh,67,2013,3,429.53,88.5,9.5,1005620,0.192168624708072,260,25.8546966050795,-0.0579710144927537
tra vinh,67,2015,2,430.08,88.3,2.8,1006900,0.198143520171367,301,29.8937332406396,0.280851063829787
tra vinh,67,2015,3,430.08,88.3,2.8,1006900,0.198143520171367,285,28.3046975866521,-0.053156146179402
tra vinh,67,2012,3,429.32,89.3,4,1005120,0.188745520561068,267,26.5639923591213,-0.0696864111498257
tra vinh,67,2012,4,429.32,89.3,4,1005120,0.188745520561068,308,30.6431072906718,0.153558052434457
tra vinh,67,2011,1,428.99,85.8,11.4,1004350,0.186109405262412,254,25.2899885498083,0
tra vinh,67,2014,1,429.8,87.1,7.4,1006240,0.196067943277586,253,25.1431070122436,-0.145796916430662
tra vinh,67,2015,4,430.08,88.3,2.8,1006900,0.198143520171367,288,28.6026417717748,0.0105263157894736
tra vinh,67,2013,4,429.53,88.5,9.5,1005620,0.192168624708072,296,29.4345776734751,0.138461538461538
tuyen quang,68,2011,3,125.03,94,3.7,733600,0.151539886352934,68,9.26935659760087,-0.284210526315789
tuyen quang,68,2011,2,125.03,94,3.7,733600,0.151539886352934,95,12.9498364231189,0.792452830188679
tuyen quang,68,2011,4,125.03,94,3.7,733600,0.151539886352934,68,9.26935659760087,0
tuyen quang,68,2012,4,125.87,93.5,2.1,738530,0.152602419040187,77,10.4261167454267,-0.330434782608696
tuyen quang,68,2011,1,125.03,94,3.7,733600,0.151539886352934,53,7.22464558342421,0
tuyen quang,68,2014,3,127.76,94.8,3.9,749590,0.15477877742174,62,8.27118824957643,-0.234567901234568
tuyen quang,68,2014,4,127.76,94.8,3.9,749590,0.15477877742174,53,7.07053189076695,-0.145161290322581
tuyen quang,68,2014,2,127.76,94.8,3.9,749590,0.15477877742174,81,10.8059072292853,0.8
tuyen quang,68,2015,1,128.88,94.5,1.4,756200,0.155915622133904,47,6.2152869611214,-0.120959065436417
tuyen quang,68,2013,4,126.7,93.2,3.3,743370,0.153692150107086,40,5.38090049369762,-0.436619718309859
tuyen quang,68,2014,1,127.76,94.8,3.9,749590,0.15477877742174,45,6.00328179404741,0.115664896810256
tuyen quang,68,2012,3,125.87,93.5,2.1,738530,0.152602419040187,115,15.5714730613516,0.25
tuyen quang,68,2015,4,128.88,94.5,1.4,756200,0.155915622133904,53,7.00872784977519,-0.447916666666667
tuyen quang,68,2013,1,126.7,93.2,3.3,743370,0.153692150107086,58,7.80230571586155,-0.251657553203217
tuyen quang,68,2012,2,125.87,93.5,2.1,738530,0.152602419040187,92,12.4571784490813,0.4375
tuyen quang,68,2013,3,126.7,93.2,3.3,743370,0.153692150107086,71,9.55109837631328,-0.342592592592593
tuyen quang,68,2012,1,125.87,93.5,2.1,738530,0.152602419040187,64,8.66586326892611,-0.0651062802817361
tuyen quang,68,2013,2,126.7,93.2,3.3,743370,0.153692150107086,108,14.5284313329836,0.862068965517241
tuyen quang,68,2015,3,128.88,94.5,1.4,756200,0.155915622133904,96,12.6950542184607,0.627118644067796
tuyen quang,68,2015,2,128.88,94.5,1.4,756200,0.155915622133904,59,7.80216873842899,0.25531914893617
vinh long,69,2014,2,673.43,93.9,5.6,1023750,0.197074402778265,350,34.1880341880342,0.0115606936416185
vinh long,69,2014,1,673.43,93.9,5.6,1023750,0.197074402778265,346,33.7973137973138,0.172984466381077
vinh long,69,2011,3,684.69,93,7.6,1024850,0.180906838739413,310,30.2483290237596,-0.0189873417721519
vinh long,69,2012,3,679.52,93.8,8,1022600,0.181418025116397,315,30.80383336593,0.0862068965517241
vinh long,69,2011,4,684.69,93,7.6,1024850,0.180906838739413,253,24.6865394935844,-0.183870967741935
vinh long,69,2012,2,679.52,93.8,8,1022600,0.181418025116397,290,28.3590846860943,-0.0965732087227414
vinh long,69,2013,1,673.49,93.4,9.9,1023840,0.196715563088072,329,32.1339271761213,0.165253685471688
vinh long,69,2012,1,679.52,93.8,8,1022600,0.181418025116397,321,31.3905730490906,0.27156635531069
vinh long,69,2012,4,679.52,93.8,8,1022600,0.181418025116397,282,27.5767651085468,-0.104761904761905
vinh long,69,2015,4,673.07,93.7,2.5,1023200,0.197565543071161,252,24.6286161063331,-0.207547169811321
vinh long,69,2011,1,684.69,93,7.6,1024850,0.180906838739413,304,29.6628774942675,0
vinh long,69,2014,3,673.43,93.9,5.6,1023750,0.197074402778265,306,29.8901098901099,-0.125714285714286
vinh long,69,2013,3,673.49,93.4,9.9,1023840,0.196715563088072,322,31.4502265979059,-0.0152905198776758
vinh long,69,2011,2,684.69,93,7.6,1024850,0.180906838739413,316,30.8337805532517,0.0394736842105263
vinh long,69,2014,4,673.43,93.9,5.6,1023750,0.197074402778265,288,28.1318681318681,-0.0588235294117647
vinh long,69,2013,2,673.49,93.4,9.9,1023840,0.196715563088072,327,31.938584153774,-0.0060790273556231
vinh long,69,2015,3,673.07,93.7,2.5,1023200,0.197565543071161,318,31.078967943706,-0.0275229357798165
vinh long,69,2013,4,673.49,93.4,9.9,1023840,0.196715563088072,295,28.8130957962182,-0.0838509316770186
vinh long,69,2015,1,673.07,93.7,2.5,1023200,0.197565543071161,298,29.1243158717748,0.0352784157544958
vinh long,69,2015,2,673.07,93.7,2.5,1023200,0.197565543071161,327,31.9585613760751,0.0973154362416106
vinh phuc,86,2014,3,870.16,97.7,4.9,1076820,0.304031388885525,30,2.78598094389034,-0.0909090909090908
vinh phuc,86,2014,4,870.16,97.7,4.9,1076820,0.304031388885525,22,2.04305269218625,-0.266666666666667
vinh phuc,86,2015,1,881.13,97.8,2.8,1090400,0.304030618347088,13,1.19222303741746,-0.41645017674915
vinh phuc,86,2015,2,881.13,97.8,2.8,1090400,0.304030618347088,36,3.3015407190022,1.76923076923077
vinh phuc,86,2015,3,881.13,97.8,2.8,1090400,0.304030618347088,25,2.2927366104182,-0.305555555555556
vinh phuc,86,2015,4,881.13,97.8,2.8,1090400,0.304030618347088,30,2.75128393250183,0.2
vinh phuc,86,2012,4,847.06,98.1,2.9,1047390,0.304618603955956,46,4.3918693132453,-0.0980392156862746
vinh phuc,86,2013,1,857.02,98.1,6.4,1061500,0.310396760733773,28,2.63777673104098,-0.399395441233693
vinh phuc,86,2013,2,857.02,98.1,6.4,1061500,0.310396760733773,42,3.95666509656147,0.5
vinh phuc,86,2013,3,857.02,98.1,6.4,1061500,0.310396760733773,40,3.76825247291569,-0.0476190476190476
vinh phuc,86,2013,4,857.02,98.1,6.4,1061500,0.310396760733773,46,4.33349034385304,0.15
vinh phuc,86,2014,1,870.16,97.7,4.9,1076820,0.304031388885525,18,1.67158856633421,-0.614262768877443
vinh phuc,86,2014,2,870.16,97.7,4.9,1076820,0.304031388885525,33,3.06457903827938,0.833333333333333
vinh phuc,86,2011,1,832.59,97.4,4.3,1029500,0.298967901483799,36,3.49684312773191,0
vinh phuc,86,2011,2,832.59,97.4,4.3,1029500,0.298967901483799,95,9.2277804759592,1.63888888888889
vinh phuc,86,2011,3,832.59,97.4,4.3,1029500,0.298967901483799,113,10.9762020398252,0.189473684210526
vinh phuc,86,2011,4,832.59,97.4,4.3,1029500,0.298967901483799,109,10.5876639145216,-0.0353982300884954
vinh phuc,86,2012,1,847.06,98.1,2.9,1047390,0.304618603955956,47,4.48734473309846,-0.576172348373865
vinh phuc,86,2012,2,847.06,98.1,2.9,1047390,0.304618603955956,84,8.01993526766534,0.787234042553192
vinh phuc,86,2012,3,847.06,98.1,2.9,1047390,0.304618603955956,51,4.8692464125111,-0.392857142857143
yen bai,70,2013,1,112.48,88.1,4,774580,0.235745509077566,51,6.58421338015441,-0.199767247134853
yen bai,70,2012,3,111.19,86.8,1.8,765690,0.235701374991931,61,7.96667058470138,0.196078431372549
yen bai,70,2011,4,110.17,86.3,4.4,758650,0.235047048481099,42,5.53614973966915,-0.391304347826087
yen bai,70,2014,3,113.78,87.6,4.4,783530,0.248669322709163,71,9.06155475859252,-0.144578313253012
yen bai,70,2013,2,112.48,88.1,4,774580,0.235745509077566,58,7.48792894213638,0.137254901960784
yen bai,70,2011,1,110.17,86.3,4.4,758650,0.235047048481099,37,4.87708429447044,0
yen bai,70,2014,4,113.78,87.6,4.4,783530,0.248669322709163,69,8.8062996949702,-0.0281690140845069
yen bai,70,2012,2,111.19,86.8,1.8,765690,0.235701374991931,51,6.66065901343886,0.186046511627907
yen bai,70,2015,1,115.17,89,2.2,793100,0.248779719729177,55,6.93481276005548,-0.212516834509236
yen bai,70,2013,4,112.48,88.1,4,774580,0.235745509077566,55,7.10062227271554,-0.112903225806452
yen bai,70,2014,2,113.78,87.6,4.4,783530,0.248669322709163,83,10.5930851403265,0.930232558139535
yen bai,70,2012,4,111.19,86.8,1.8,765690,0.235701374991931,63,8.22787289895389,0.0327868852459017
yen bai,70,2015,4,115.17,89,2.2,793100,0.248779719729177,70,8.8261253309797,0.0294117647058824
yen bai,70,2013,3,112.48,88.1,4,774580,0.235745509077566,62,8.00433783469751,0.0689655172413795
yen bai,70,2012,1,111.19,86.8,1.8,765690,0.235701374991931,43,5.61584975642884,0.0143962899320812
yen bai,70,2014,1,113.78,87.6,4.4,783530,0.248669322709163,43,5.48798386787998,-0.227112264657732
yen bai,70,2011,2,110.17,86.3,4.4,758650,0.235047048481099,59,7.77697225334476,0.594594594594595
yen bai,70,2011,3,110.17,86.3,4.4,758650,0.235047048481099,69,9.09510314374217,0.169491525423729
yen bai,70,2015,2,115.17,89,2.2,793100,0.248779719729177,105,13.2391879964695,0.909090909090909
yen bai,70,2015,3,115.17,89,2.2,793100,0.248779719729177,68,8.57395032152314,-0.352380952380952
